0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	
0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	
0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	
0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	
0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	
0	0	2	0	0	2	0	0	0	0	3	0	0	1	0	
0	1	2	0	0	2	1	0	0	1	4	0	0	1	0	
0	1	2	0	0	2	2	0	0	1	4	0	0	1	0	
2	1	2	0	0	2	2	0	0	1	5	1	0	1	1	
2	1	2	0	0	2	2	0	0	1	5	1	0	1	0	
5	1	2	0	0	2	2	0	0	1	5	1	0	1	0	
1	1	2	0	0	2	3	0	0	1	5	1	0	1	2	
0	1	2	0	0	2	3	0	0	1	5	1	0	1	1	
0	1	2	0	0	2	3	0	0	1	5	1	0	1	2	
1	1	2	0	0	2	3	0	0	1	5	1	0	1	0	
2	1	2	0	0	2	3	0	0	1	5	2	0	1	5	
2	1	3	0	0	2	3	0	0	1	5	2	0	1	0	
3	1	3	0	0	2	3	0	0	1	6	2	0	1	6	
1	1	3	0	0	2	3	0	0	1	6	2	0	1	3	
1	1	3	0	0	2	3	0	0	1	7	2	0	1	7	
2	1	3	0	0	2	3	0	0	1	8	2	0	1	8	
2	1	3	0	0	2	3	0	0	1	8	2	0	1	3	
0	1	3	0	0	2	3	0	0	1	8	2	0	1	3	
0	1	3	0	0	2	3	0	0	1	9	2	0	1	0	
1	1	3	0	0	2	3	0	0	1	9	2	0	1	9	
1	1	3	0	0	2	3	0	0	1	9	2	0	2	3	
2	1	3	0	0	3	3	0	0	1	9	2	0	2	0	
9	1	3	0	0	4	3	0	0	1	9	2	0	2	3	
0	1	3	1	0	4	4	0	0	1	10	2	0	2	4	
0	1	4	1	0	4	4	0	0	1	10	2	0	2	0	
2	2	4	2	0	4	5	0	0	1	11	2	0	2	2	
0	2	4	2	0	4	5	0	0	1	11	2	0	2	0	
0	2	4	2	0	4	5	0	0	1	11	2	0	2	11	
12	2	4	2	0	4	5	0	0	1	12	2	0	2	0	
2	2	4	2	0	4	5	0	0	1	13	2	0	3	4	
0	2	4	2	0	4	5	0	0	1	13	2	1	3	2	
4	2	4	2	1	4	5	0	0	1	13	2	1	3	2	
1	2	4	2	1	4	5	0	0	1	13	2	1	3	4	
1	2	4	2	1	4	5	0	0	1	13	2	1	3	2	
2	2	4	2	1	4	5	0	0	1	14	2	1	3	2	
14	2	4	2	1	4	5	0	0	1	14	2	1	3	4	
1	2	4	2	1	4	5	0	0	1	14	2	1	3	2	
0	2	4	2	1	4	6	0	0	1	14	2	1	3	4	
0	2	4	2	1	4	7	0	0	1	14	2	1	3	0	
4	2	4	2	1	4	7	0	0	2	14	2	1	3	1	
1	2	4	2	1	4	7	0	0	2	14	2	1	3	2	
2	2	5	3	1	4	7	0	0	2	14	2	1	3	14	
0	2	5	3	1	4	7	0	0	2	14	2	1	3	1	
7	2	5	3	1	4	7	0	1	3	14	2	1	3	0	
1	2	5	3	1	4	7	0	1	3	14	2	1	3	14	
2	2	5	3	1	4	7	0	1	3	14	2	1	3	1	
5	2	5	3	1	4	7	0	1	3	14	3	1	3	5	
14	2	5	3	1	4	8	0	1	3	14	3	1	3	3	
8	2	5	3	1	4	8	0	1	3	14	3	1	3	3	
5	4	5	4	1	5	8	0	1	3	14	3	1	4	5	
1	4	5	4	1	5	8	0	1	3	14	3	1	4	1	
4	4	5	4	1	5	8	1	1	3	14	3	1	4	5	
4	4	5	4	1	5	8	1	1	3	15	3	1	4	1	
5	4	5	4	1	5	8	1	1	3	15	3	1	4	4	
4	4	5	4	1	5	8	1	1	3	15	3	1	4	4	
1	4	5	4	1	5	8	1	1	3	16	3	1	4	1	
8	4	5	4	1	5	8	2	1	3	16	3	1	4	1	
5	4	5	4	1	5	8	2	1	3	16	3	1	4	4	
2	4	5	4	1	5	8	2	1	3	16	3	2	4	2	
8	4	5	4	1	5	8	2	1	3	16	3	2	4	3	
17	4	5	5	1	5	8	3	1	3	17	3	2	4	8	
3	4	5	5	1	5	9	3	1	3	17	3	2	4	3	
3	4	5	5	1	5	9	3	2	3	17	3	2	4	2	
4	4	5	5	1	5	9	4	3	3	18	3	3	4	4	
4	4	5	5	1	5	9	4	3	3	18	3	3	4	5	
4	4	5	5	2	5	10	4	3	3	18	3	3	4	2	
3	4	5	5	2	5	10	4	3	3	18	3	3	5	3	
3	4	5	6	2	5	10	4	3	3	18	4	3	6	3	
6	4	5	6	2	5	10	4	3	3	18	4	3	6	2	
