0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	
0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	
0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	
1	0	1	1	2	0	0	0	0	0	0	0	0	1	1	
0	0	1	1	2	0	1	0	0	0	0	0	0	1	2	
2	0	1	1	2	0	1	0	0	0	0	0	1	1	2	
1	0	1	1	2	0	1	0	0	0	0	0	1	1	1	
0	0	1	1	2	0	1	0	0	0	0	0	1	1	0	
1	0	1	1	2	0	2	0	0	0	0	0	1	1	1	
2	0	2	2	2	0	2	0	0	0	0	0	1	2	2	
2	0	2	2	2	0	2	0	0	0	0	1	1	2	2	
2	0	2	2	2	0	2	0	0	0	0	1	1	2	2	
0	0	2	3	2	0	2	0	0	0	0	1	1	2	3	
2	0	2	3	2	0	2	0	0	0	0	1	1	2	2	
2	0	2	3	2	0	2	0	0	0	0	1	1	2	3	
3	0	2	3	2	0	2	0	0	0	0	1	1	2	3	
2	0	2	4	2	0	2	0	0	0	0	1	1	2	4	
2	0	2	4	2	0	2	0	0	0	0	1	1	2	4	
0	0	2	4	3	0	2	0	0	0	0	1	1	2	4	
4	0	2	4	3	0	2	0	0	0	0	1	1	2	4	
4	0	2	4	3	0	2	0	0	0	0	1	1	2	4	
4	0	2	4	3	0	2	0	0	0	0	1	1	2	4	
4	0	2	4	3	0	2	0	0	0	0	1	1	2	4	
3	0	3	4	3	0	2	0	0	0	0	1	1	2	3	
2	0	3	4	3	0	2	0	0	0	0	1	1	2	2	
4	0	4	4	3	0	2	0	0	0	0	1	1	2	4	
4	0	4	4	3	1	2	0	0	0	0	1	1	2	4	
4	0	4	4	3	1	2	0	0	0	0	1	1	2	2	
4	0	4	4	3	1	2	0	0	0	0	1	1	2	4	
3	0	5	4	3	1	2	0	0	0	0	1	1	3	5	
5	0	5	4	3	1	2	0	0	0	0	1	1	3	4	
6	0	6	4	3	1	2	0	0	0	0	1	1	3	6	
6	0	6	4	3	1	2	0	0	0	0	1	1	3	6	
7	0	7	4	3	1	2	0	0	0	0	1	1	3	7	
8	0	8	4	3	1	2	0	0	0	0	1	1	3	8	
9	0	8	4	3	1	2	0	0	0	0	1	1	3	9	
9	0	9	4	3	1	2	0	0	0	0	1	1	3	9	
9	0	9	4	3	1	2	0	0	0	0	1	1	3	9	
9	0	9	4	3	1	2	0	0	0	0	1	1	3	9	
9	0	9	4	3	1	2	0	0	0	0	1	1	3	9	
9	0	9	4	3	1	2	0	0	0	0	1	1	3	9	
10	0	10	4	3	1	2	0	0	0	0	1	1	3	10	
10	0	10	4	3	1	2	0	0	0	0	1	1	3	10	
10	0	10	4	3	1	2	0	0	0	0	1	1	3	10	
11	0	11	4	3	1	2	0	0	0	0	1	1	3	11	
11	0	11	4	3	1	2	0	0	0	0	1	1	3	11	
12	0	12	4	3	1	2	0	0	0	0	1	1	3	12	
12	0	12	4	3	1	2	0	0	0	0	1	1	3	12	
12	0	12	4	3	1	2	0	0	0	0	1	1	3	12	
12	0	12	4	3	1	2	0	0	0	0	1	1	3	12	
12	0	12	4	3	1	2	0	0	0	0	1	1	3	12	
12	0	12	4	3	1	2	0	0	0	0	1	1	3	12	
12	0	12	4	3	1	2	0	0	0	0	1	1	3	12	
13	0	13	4	3	1	2	0	0	0	0	1	1	3	13	
