0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	
0	0	2	0	4	0	0	0	0	1	3	0	0	0	0	0	
0	0	2	0	4	0	0	0	0	1	3	0	0	0	0	0	
0	0	2	0	4	6	0	0	0	1	3	0	0	0	0	0	
0	0	2	0	4	6	0	0	0	1	3	0	0	0	0	0	
0	0	2	0	4	6	0	0	0	1	3	0	0	0	0	0	
0	0	2	0	4	6	0	0	0	1	3	0	0	0	0	0	
0	0	2	0	4	6	0	0	0	1	3	0	0	0	0	0	
0	0	2	0	4	6	0	0	0	1	3	0	0	0	9	0	
0	0	2	0	4	6	0	0	10	1	3	0	0	11	9	0	
0	12	2	0	4	6	13	0	10	1	3	0	0	11	9	0	
0	12	2	0	4	6	13	0	10	1	3	0	0	11	9	0	
0	12	2	0	4	6	13	0	10	1	3	0	0	11	9	0	
0	12	2	0	4	6	13	0	10	1	3	0	0	11	9	0	
0	12	2	0	4	6	13	0	10	1	3	0	0	11	9	0	
0	12	2	0	4	6	13	0	10	1	3	0	0	11	9	0	
0	12	2	0	4	6	13	0	10	1	3	0	0	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	0	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	0	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	0	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	0	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	0	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	0	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
0	12	2	16	4	6	13	17	10	1	3	18	21	11	9	0	
