0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	
1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	
0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	
1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	
2	0	0	0	1	1	1	0	0	1	2	0	0	0	0	0	
0	0	0	0	1	1	1	0	0	1	2	0	0	0	1	2	
0	0	0	0	1	1	1	0	0	1	2	0	0	1	1	0	
2	0	0	0	1	1	1	0	0	1	2	0	0	1	1	0	
0	0	1	1	1	1	2	0	0	1	2	0	0	1	1	0	
2	0	1	2	1	1	2	0	0	1	2	0	0	2	1	2	
2	0	1	2	1	1	2	0	0	1	3	0	0	2	1	2	
2	0	1	2	1	1	2	0	0	1	3	0	0	2	1	3	
1	0	1	2	1	1	2	0	0	1	3	0	0	2	1	3	
3	0	1	2	1	1	2	0	0	1	3	0	0	2	1	3	
3	0	1	2	2	1	2	0	0	1	3	0	0	2	1	3	
3	0	1	2	2	1	2	0	0	1	3	0	0	2	1	3	
1	0	1	2	2	1	2	0	0	1	4	0	0	2	1	4	
2	0	1	2	2	1	2	0	0	1	4	0	0	3	1	4	
4	0	1	2	2	1	2	0	0	1	4	0	0	3	1	4	
4	1	1	2	2	1	2	0	0	1	4	0	0	3	1	4	
0	1	2	2	2	1	2	0	0	1	4	0	0	4	1	4	
2	1	2	2	3	1	2	0	0	1	4	0	0	4	1	4	
2	1	2	2	3	1	2	0	0	1	4	0	0	6	1	4	
6	1	2	2	3	1	2	0	0	1	4	0	0	6	1	6	
7	1	2	2	3	1	2	0	0	1	4	0	0	7	1	7	
8	1	2	2	3	1	2	0	0	1	4	0	0	8	1	8	
8	1	2	2	3	1	2	0	0	1	4	0	0	8	1	8	
9	1	2	2	3	1	2	0	0	1	4	0	0	9	1	9	
9	1	2	2	3	1	2	0	0	1	4	0	0	9	1	9	
9	1	2	2	3	1	2	0	0	1	4	0	0	9	1	9	
9	1	2	2	3	1	2	0	0	1	4	0	0	9	1	9	
9	1	2	2	3	1	2	0	0	1	4	0	0	9	1	9	
9	1	2	2	3	1	2	0	0	1	4	0	0	9	1	9	
9	1	2	2	3	1	2	0	0	1	4	0	0	9	1	9	
9	1	2	2	3	1	2	0	0	1	4	0	0	9	1	9	
10	1	2	2	3	1	2	0	0	1	4	0	0	10	1	10	
10	1	2	2	3	1	2	0	0	1	4	0	0	10	1	10	
10	1	2	2	3	1	2	0	0	1	4	0	0	10	1	10	
10	1	2	2	3	1	2	0	0	1	4	0	0	10	1	10	
11	1	2	2	3	1	2	0	0	1	4	0	0	11	1	11	
11	1	2	2	3	1	2	0	0	1	4	0	0	11	1	11	
12	1	2	2	3	1	2	0	0	1	4	0	0	12	1	12	
12	1	2	2	3	1	2	0	0	1	4	0	0	12	1	12	
14	1	2	2	3	1	2	0	0	1	4	0	0	14	1	14	
