# mu = 0.001, s = 0.1, trials requested = 1, runtime = 0:00:49
# "Time"	"Actual trials"	"Mean mutation"	"Average mean mutation"	"Average mutation variance"
0	1	0	0	0	
1	1	0	0	0	
2	1	0.01	0.01	0.0099	
3	1	0.08	0.08	0.0736	
4	1	0.23	0.23	0.1771	
5	1	0.13	0.13	0.1131	
6	1	0.16	0.16	0.1344	
7	1	0.25	0.25	0.1875	
8	1	0.31	0.31	0.2139	
9	1	0.28	0.28	0.2016	
10	1	0.38	0.38	0.2356	
11	1	0.41	0.41	0.2419	
12	1	0.39	0.39	0.2379	
13	1	0.44	0.44	0.2664	
14	1	0.39	0.39	0.2379	
15	1	0.46	0.46	0.3484	
16	1	0.6	0.6	0.38	
17	1	0.93	0.93	0.4251	
18	1	0.85	0.85	0.4275	
19	1	0.78	0.78	0.3916	
20	1	0.82	0.82	0.4676	
21	1	0.82	0.82	0.5676	
22	1	0.93	0.93	0.5051	
23	1	1.11	1.11	0.3779	
24	1	1.39	1.39	0.6379	
25	1	1.5	1.5	0.47	
26	1	1.3	1.3	0.25	
27	1	1.22	1.22	0.1716	
28	1	1.33	1.33	0.2211	
29	1	1.34	1.34	0.2244	
30	1	1.34	1.34	0.2244	
31	1	1.43	1.43	0.2451	
32	1	1.35	1.35	0.2275	
33	1	1.28	1.28	0.2016	
34	1	1.24	1.24	0.1824	
35	1	1.21	1.21	0.1659	
36	1	1.18	1.18	0.1476	
37	1	1.14	1.14	0.1204	
38	1	1.08	1.08	0.0736	
39	1	1.15	1.15	0.1275	
40	1	1.19	1.19	0.1539	
41	1	1.13	1.13	0.1131	
42	1	1.18	1.18	0.1476	
43	1	1.22	1.22	0.1716	
44	1	1.19	1.19	0.1739	
45	1	1.24	1.24	0.2424	
46	1	1.34	1.34	0.4644	
47	1	1.39	1.39	0.5579	
48	1	1.45	1.45	0.4875	
49	1	1.36	1.36	0.4704	
50	1	1.35	1.35	0.4675	
51	1	1.48	1.48	0.7896	
52	1	1.63	1.63	1.2531	
53	1	1.96	1.96	1.5384	
54	1	2.27	2.27	1.9171	
55	1	2.3	2.3	1.75	
56	1	2.42	2.42	1.6636	
57	1	2.41	2.41	1.6019	
58	1	2.66	2.66	1.8044	
59	1	2.53	2.53	1.7291	
60	1	2.57	2.57	1.7051	
61	1	2.86	2.86	1.9404	
62	1	2.86	2.86	1.9404	
63	1	2.81	2.81	1.9539	
64	1	3.05	3.05	1.8675	
65	1	3.24	3.24	1.6624	
66	1	3.37	3.37	1.4931	
67	1	3.28	3.28	1.6416	
68	1	3.37	3.37	1.4931	
69	1	3.46	3.46	1.3284	
70	1	3.61	3.61	1.0179	
71	1	3.76	3.76	0.6624	
72	1	3.83	3.83	0.6411	
73	1	3.64	3.64	1.0704	
74	1	3.85	3.85	0.7875	
75	1	3.93	3.93	0.7651	
76	1	4.29	4.29	0.2259	
77	1	4.29	4.29	0.2059	
78	1	4.33	4.33	0.2211	
79	1	4.33	4.33	0.2211	
80	1	4.32	4.32	0.2176	
81	1	4.3	4.3	0.21	
82	1	4.32	4.32	0.2176	
83	1	4.4	4.4	0.24	
84	1	4.37	4.37	0.2331	
85	1	4.41	4.41	0.2419	
86	1	4.37	4.37	0.2331	
87	1	4.33	4.33	0.2211	
88	1	4.37	4.37	0.2331	
89	1	4.37	4.37	0.2331	
90	1	4.47	4.47	0.2491	
91	1	4.42	4.42	0.2436	
92	1	4.4	4.4	0.24	
93	1	4.5	4.5	0.27	
94	1	4.64	4.64	0.2304	
95	1	4.65	4.65	0.2275	
96	1	4.68	4.68	0.2176	
97	1	4.81	4.81	0.1539	
98	1	4.81	4.81	0.1539	
99	1	4.84	4.84	0.2144	
100	1	4.93	4.93	0.3251	
101	1	5.13	5.13	0.2731	
102	1	4.99	4.99	0.3699	
103	1	5.01	5.01	0.3299	
104	1	5.1	5.1	0.35	
105	1	5.16	5.16	0.2344	
106	1	5.11	5.11	0.4179	
107	1	5.29	5.29	0.3259	
108	1	5.43	5.43	0.2851	
109	1	5.48	5.48	0.2496	
110	1	5.48	5.48	0.2496	
111	1	5.46	5.46	0.2484	
112	1	5.46	5.46	0.2484	
113	1	5.42	5.42	0.2436	
114	1	5.43	5.43	0.2451	
115	1	5.39	5.39	0.2379	
116	1	5.43	5.43	0.2451	
117	1	5.65	5.65	0.5475	
118	1	5.76	5.76	0.6424	
119	1	5.67	5.67	0.6211	
120	1	5.76	5.76	0.7624	
121	1	5.79	5.79	0.7259	
122	1	5.68	5.68	0.5976	
123	1	5.65	5.65	0.5675	
124	1	5.61	5.61	0.4379	
125	1	5.7	5.7	0.59	
126	1	5.7	5.7	0.57	
127	1	5.63	5.63	0.4531	
128	1	5.69	5.69	0.4139	
129	1	5.72	5.72	0.3816	
130	1	5.66	5.66	0.3444	
131	1	5.62	5.62	0.2956	
132	1	5.71	5.71	0.2459	
133	1	5.77	5.77	0.2571	
134	1	5.94	5.94	0.4564	
135	1	6.02	6.02	0.4596	
136	1	6.06	6.06	0.5164	
137	1	6	6	0.5	
138	1	6.17	6.17	0.7411	
139	1	6.12	6.12	0.5856	
140	1	6.12	6.12	0.6256	
141	1	6.12	6.12	0.6056	
142	1	6.03	6.03	0.6091	
143	1	5.92	5.92	0.5136	
144	1	6.09	6.09	0.7419	
145	1	6.13	6.13	0.7131	
146	1	6.16	6.16	1.0144	
147	1	6.44	6.44	1.3864	
148	1	6.51	6.51	1.4099	
149	1	6.62	6.62	1.2556	
150	1	6.56	6.56	1.1864	
151	1	6.61	6.61	1.1979	
152	1	6.69	6.69	1.2339	
153	1	6.73	6.73	1.4571	
154	1	6.88	6.88	1.2256	
155	1	6.89	6.89	1.0779	
156	1	6.86	6.86	1.1604	
157	1	6.87	6.87	1.1931	
158	1	6.96	6.96	0.9984	
159	1	7.01	7.01	1.0299	
160	1	7	7	1	
161	1	7	7	1	
162	1	7.06	7.06	0.9964	
163	1	7.03	7.03	0.8891	
164	1	7.09	7.09	0.9219	
165	1	7.18	7.18	1.0076	
166	1	7.14	7.14	1.0204	
167	1	7.19	7.19	1.0739	
168	1	7.24	7.24	0.8624	
169	1	7.21	7.21	0.8459	
170	1	7.35	7.35	0.7875	
171	1	7.42	7.42	0.7436	
172	1	7.54	7.54	0.6684	
173	1	7.5	7.5	0.75	
174	1	7.58	7.58	0.6636	
175	1	7.62	7.62	0.6156	
176	1	7.58	7.58	0.6636	
177	1	7.56	7.56	0.6864	
178	1	7.58	7.58	0.6636	
179	1	7.59	7.59	0.6419	
180	1	7.49	7.49	0.7499	
181	1	7.54	7.54	0.7084	
182	1	7.5	7.5	0.75	
183	1	7.58	7.58	0.6636	
184	1	7.66	7.66	0.5644	
185	1	7.76	7.76	0.4224	
186	1	7.76	7.76	0.4224	
187	1	7.85	7.85	0.5475	
188	1	8.06	8.06	0.2364	
189	1	8.18	8.18	0.2076	
190	1	8.2	8.2	0.16	
191	1	8.17	8.17	0.1411	
192	1	8.25	8.25	0.1875	
193	1	8.25	8.25	0.1875	
194	1	8.32	8.32	0.2176	
195	1	8.47	8.47	0.2491	
196	1	8.51	8.51	0.2699	
197	1	8.65	8.65	0.2275	
198	1	8.7	8.7	0.21	
199	1	8.73	8.73	0.1971	
200	1	8.65	8.65	0.2275	
201	1	8.72	8.72	0.2016	
202	1	8.72	8.72	0.2016	
203	1	8.74	8.74	0.1924	
204	1	8.84	8.84	0.1344	
205	1	8.86	8.86	0.1204	
206	1	8.82	8.82	0.1476	
207	1	8.78	8.78	0.1716	
208	1	8.82	8.82	0.1476	
209	1	8.88	8.88	0.1056	
210	1	8.87	8.87	0.1731	
211	1	8.89	8.89	0.3779	
212	1	8.98	8.98	0.1996	
213	1	9.01	9.01	0.1499	
214	1	9	9	0.16	
215	1	9.03	9.03	0.1491	
216	1	9.12	9.12	0.1056	
217	1	9.26	9.26	0.1924	
218	1	9.23	9.23	0.1771	
219	1	9.3	9.3	0.21	
220	1	9.24	9.24	0.1824	
221	1	9.17	9.17	0.1411	
222	1	9.16	9.16	0.1544	
223	1	9.23	9.23	0.1771	
224	1	9.28	9.28	0.2016	
225	1	9.36	9.36	0.2304	
226	1	9.34	9.34	0.2244	
227	1	9.27	9.27	0.1971	
228	1	9.3	9.3	0.21	
229	1	9.45	9.45	0.2475	
230	1	9.55	9.55	0.2475	
231	1	9.63	9.63	0.2331	
232	1	9.62	9.62	0.2356	
233	1	9.72	9.72	0.2816	
234	1	9.78	9.78	0.1716	
235	1	9.94	9.94	0.0564	
236	1	9.95	9.95	0.0675	
237	1	9.9	9.9	0.11	
238	1	9.95	9.95	0.0875	
239	1	9.98	9.98	0.0996	
240	1	10.08	10.08	0.0736	
241	1	10.07	10.07	0.0651	
242	1	10.14	10.14	0.1204	
243	1	10.12	10.12	0.1056	
244	1	10.12	10.12	0.1056	
245	1	10.08	10.08	0.0736	
246	1	10.23	10.23	0.1771	
247	1	10.26	10.26	0.1924	
248	1	10.23	10.23	0.1771	
249	1	10.25	10.25	0.1875	
250	1	10.37	10.37	0.2331	
251	1	10.42	10.42	0.2436	
252	1	10.42	10.42	0.2436	
253	1	10.56	10.56	0.2464	
254	1	10.59	10.59	0.3619	
255	1	10.58	10.58	0.3236	
256	1	10.63	10.63	0.3531	
257	1	10.77	10.77	0.3771	
258	1	10.85	10.85	0.3475	
259	1	10.91	10.91	0.3219	
260	1	10.87	10.87	0.3531	
261	1	10.99	10.99	0.4899	
262	1	10.98	10.98	0.5396	
263	1	11.08	11.08	0.5936	
264	1	11.08	11.08	0.6136	
265	1	11.16	11.16	0.5544	
266	1	11.17	11.17	0.5011	
267	1	11.28	11.28	0.4416	
268	1	11.31	11.31	0.3939	
269	1	11.39	11.39	0.3179	
270	1	11.45	11.45	0.2475	
271	1	11.45	11.45	0.2475	
272	1	11.45	11.45	0.2475	
273	1	11.48	11.48	0.2496	
274	1	11.48	11.48	0.2496	
275	1	11.43	11.43	0.2451	
276	1	11.4	11.4	0.24	
277	1	11.45	11.45	0.2475	
278	1	11.41	11.41	0.2419	
279	1	11.35	11.35	0.2275	
280	1	11.33	11.33	0.2211	
281	1	11.33	11.33	0.2211	
282	1	11.39	11.39	0.2379	
283	1	11.35	11.35	0.2275	
284	1	11.35	11.35	0.2275	
285	1	11.31	11.31	0.2139	
286	1	11.29	11.29	0.2059	
287	1	11.29	11.29	0.2059	
288	1	11.34	11.34	0.3844	
289	1	11.34	11.34	0.2244	
290	1	11.42	11.42	0.2436	
291	1	11.37	11.37	0.2331	
292	1	11.41	11.41	0.2419	
293	1	11.4	11.4	0.24	
294	1	11.41	11.41	0.2419	
295	1	11.6	11.6	0.38	
296	1	11.73	11.73	0.4371	
297	1	11.68	11.68	0.4176	
298	1	11.68	11.68	0.3176	
299	1	11.69	11.69	0.3539	
300	1	11.71	11.71	0.4059	
301	1	11.7	11.7	0.21	
302	1	11.72	11.72	0.2016	
303	1	11.8	11.8	0.16	
304	1	11.94	11.94	0.0564	
305	1	12.01	12.01	0.0699	
306	1	12.11	12.11	0.0979	
307	1	12.06	12.06	0.0564	
308	1	12	12	0	
309	1	12	12	0	
310	1	12	12	0	
311	1	12	12	0	
312	1	12	12	0	
313	1	12.05	12.05	0.0475	
314	1	12.06	12.06	0.0564	
315	1	12.31	12.31	0.2139	
316	1	12.41	12.41	0.3219	
317	1	12.55	12.55	0.5675	
318	1	12.6	12.6	0.62	
319	1	12.64	12.64	0.6104	
320	1	12.87	12.87	0.6931	
321	1	12.86	12.86	0.7604	
322	1	13.16	13.16	0.8344	
323	1	13.18	13.18	0.7676	
324	1	13.13	13.13	0.7331	
325	1	13.27	13.27	1.1571	
326	1	13.42	13.42	1.1036	
327	1	13.56	13.56	1.0264	
328	1	13.74	13.74	0.9524	
329	1	13.79	13.79	0.7659	
330	1	13.85	13.85	0.7675	
331	1	13.91	13.91	0.9419	
332	1	13.95	13.95	0.8675	
333	1	14.09	14.09	0.8619	
334	1	14.09	14.09	0.9019	
335	1	14.07	14.07	0.8251	
336	1	14.25	14.25	0.7275	
337	1	14.15	14.15	0.7475	
338	1	14.25	14.25	0.7275	
339	1	14.28	14.28	0.7016	
340	1	14.25	14.25	0.7675	
341	1	14.08	14.08	0.8136	
342	1	13.97	13.97	0.7891	
